民宿标题,价格,地利,评论数,得分,适合居住人数
三晚接机|古城观景｜亲子家庭房｜近大水车,141,近狮子山万古楼,34,4.9,3
【远近】束河古镇森系临溪民宿双卧室套房|独立阳台|免古镇门票|三晚免费接机,240,近束河古镇,62,4.9,4
丽江古城内&温馨家庭房两晚接机接站,186,近狮子山万古楼,4,5.0,3
暮秋、初冬，自赏（大床）连住三晚免费接机，连住两晚接机半价,139,近木府,1102,5.0,2
丽江古城福宁家庭房【两晚接机/车】【古城游览】【品茶】【免古维费】【新店特惠】,156,None,16,5.0,3
束河古镇雪山观景+恒温泳池臻品大床房,182,近束河古镇,5,4.9,2
大床房 免费电动车 免费停车 免束河古镇门票 可住三人 ,149,近束河古镇,15,5.0,2
古城近大水车免古维费·花前月下观景大床房,96,近狮子山万古楼,1306,5.0,2
丽江大研古城标准双床房/进出交通方便/干净卫生安静/房型多/服务质量高/老板娘爱喝普洱茶/,202,近古城北门,160,5.0,2
代古拉K・巨大别野大床房・超大观景露台・似梦里・古城核心地段溪边・古城核心地段溪边・古城核心地段溪,187,None,88,5.0,2
丽江美纳家民宿束河古镇雅居小床房,108,近束河古镇,10,5.0,1
丽江古城内&温馨双床房，两晚免费接机接站,123,近狮子山万古楼,21,4.7,2
南夏民谣暖居大床丨三晚接机丨古城内丨私人订制省钱旅游攻略丨房东自己的酒吧《拾忆民谣酒吧》8.8折畅饮,160,近木府,195,5.0,2
接机.停车.丽江古城陌隐花苑.圆床房,202,近木府,82,4.9,2
一家有温度的民宿，丽江古城木府全景。立春,188,近狮子山万古楼,400,5.0,2
束河古镇“栖于岭上，迟行于市”栖迟·民宿·二号随机阳光大床房·近四方街免古镇门票（房间挂式冷风器）,96,近束河古镇,714,5.0,2
燃烧丽江驿站大研古镇精品标准间,102,近木府,194,5.0,2
落地大窗阳光观景双人房/丽江古城内/可停车接送机/私人定制旅游攻略/空调厨房音乐啤酒免费提供！,108,近木府,41,4.9,2
古城露台观雪山•忆梦典雅舒适榻榻米三人间•空调恒温淋浴•3晚免接机•含早•曾旅游攻略•品古树普洱茶,167,近狮子山万古楼,14,4.9,3
古城大水车花园美宿空调双床•观雪山•慕思床垫•科勒卫浴•鹅绒床品•一客一换•近停车场•Party,190,近狮子山万古楼,139,5.0,2
束河古镇•庭院双床房•可停车•可接机•【住店免束河古镇门票】,154,None,10,5.0,2
丽江古城•空调阳光一居室*院内露台观玉龙雪山*免费指导旅行攻略*品茶+鲜花饼（免费2晚接站接机）,112,近四方街,1808,5.0,2
丽江古城中心闹中取静民族风情双人房,154,近四方街,203,5.0,2
【丽江古城人气榜单民宿】每间房间日照时常12小时•可接机/接站•近木府•近停车场•空调•网红打卡,88,None,1523,5.0,2
【古城里象牙塔民宿，阳光东南亚风情标间】,140,近木府,13,5.0,2
【简宿】丽江近大研古城/南门/玉龙雪山/泸沽湖/四方街/大水车/束河古镇/泸沽湖/沃尔玛精装温馨两居,178,近狮子山万古楼,90,5.0,4
古城-近木府-拉市海双床房-闹中取静,146,None,4,4.8,3
优雅双床●免费停车●免费早餐●不满意可退,165,近木府,5,5.0,1
180°精品观景榻榻米大床房+满3天免费接机+停车位+可做饭+私人订制+洗衣机～网红风～近大学,187,近古城北门,27,5.0,2
【远近】束河古镇临溪轻奢大床房|免古镇门票|三晚免费接机|中式森系庭院,112,None,21,5.0,2
阳光花园大床房：古城南门安静园林庭院：玉龙雪山泸沽湖香格里拉上车点旁：厨房：洗衣：健身房,112,近木府,5,5.0,2
漪云.观山别墅·忆江南清雅静谧双床房,214,None,10,5.0,2
丽江古城浪漫邂逅2号院-精品大床房,138,近狮子山万古楼,589,5.0,2
丽江古城内特惠大床房  行程订制-三晚送旅拍,80,近古城北门,138,5.0,2
丽江朵儿民宿古城北门阖家欢乐家庭房,70,近古城北门,35,5.0,4
【久栖】久栖·丽江古城澜枫民宿大研古镇宿品质双床房,105,近木府,1062,5.0,2
每日消毒【接机停车】然宿4人家庭房,141,近木府,72,5.0,4
古城内 接机接站 院景特惠大床房,79,None,59,4.9,2
【久栖】久栖·丽江七彩驿站牡丹园民宿大研古镇玉树临风舒适大床,165,近大研古镇,640,5.0,2
丽江临雲上居尊享民宿大研古镇上居冬雪院景大床房,111,None,12,5.0,2
【远近】束河古镇临溪森系民宿温馨双床房|免古镇门票|三晚免费接机,112,近束河古镇,43,5.0,2
别墅 家庭标间可住3人（独卫有空调、免费停车可做饭洗衣、免费接送古城、住两天免费接机接站）,174,近木府,20,4.9,3
暑期大促•花园双床•撸猫逗狗•浪费一生,178,近木府,864,5.0,2
丽江龙景轩精品度假民宿古城北门舒适庭院家庭房,156,近古城北门,504,5.0,3
南夏民谣暖居大床丨三晚接机丨古城内丨私人订制省钱旅游攻略丨房东自己的酒吧《拾忆民谣酒吧》8.8折畅饮,160,近木府,195,5.0,2
丽江古城内/普贤寺旁/【水涟漪】水调歌头双床房/纳西风格/品茶聊天/连住三晚安排接送,131,None,4,5.0,2
洗洗睡吧•纳西庭院•轻奢双床•可接机（站）古城•近大水车•看雪山•5D网红街•蹦野迪,128,近狮子山万古楼,652,5.0,2
180°精品观景榻榻米大床房+满3天免费接机+停车位+可做饭+私人订制+洗衣机～网红风～近大学,187,近古城北门,27,5.0,2
近五一街•空调•加湿器•花园双床房•撸狗•喝茶•烧烤喝酒,190,近古城北门,3,5.0,2
丽江栖间堂别墅束河古镇雪语庭院家庭房,210,近束河古镇,21,4.8,2
束河古镇/少数民族庭院/院景复式大床房,154,近束河古镇,49,5.0,2
丽江古城+榻榻米阳光大床房+花禧余生别院+中式风+多肉花园+可做饭+免费旅游咨询+可停车+每日消毒,168,None,14,5.0,2
丽江古城优享•大床•接机•消毒住•近木府,138,近狮子山万古楼,169,5.0,2
丽江古城【三晚接机】亲的阳光大床房/免费旅游线路规划•品茶聊天,118,None,32,4.5,2
丽江古城五一街 近大水车 纳西花园观景特色大床房,159,None,8,5.0,2
束河古镇雪山观景+恒温泳池臻品大床房,182,近束河古镇,5,4.9,2
丽江古城•投影标间家庭房随机•院内露台观玉龙雪山+免费指导旅行攻略*品茶*鲜花饼（免费2晚接站接机）,136,近狮子山万古楼,342,5.0,2
品牌优秀房东•扎西的院•轻奢大床•古城•大水车•雪山•5D忆持巷•蹦野迪•省钱旅游定制,141,近狮子山万古楼,926,5.0,2
【古城内庭院温馨私享名宿】·三晚接机·免费旅游攻略·免费普洱茶鲜花饼·贴心服务晚安水果拼盘,150,None,1,5.0,2
古城·观景大床·三晚免费接机··停车·攻略·品茶,84,近木府,131,5.0,2
丽江古城【三晚接机】亲的阳光大床房/免费旅游线路规划•品茶聊天,118,None,32,4.5,2
凡悦•古城中心地段空调度假双床 北门花园民宿推荐 贴心服务观景楼台 两晚免费停车接站 旅游咨询品茗茶,161,None,106,5.0,2
古城.停车方便.观景一居.攻略.3晚免接,159,近古城北门,313,5.0,2
品牌优秀房东•扎西的院•轻奢大床•古城•大水车•雪山•5D忆持巷•蹦野迪•省钱旅游定制,141,近狮子山万古楼,926,5.0,2
半夏·拾光呆住精品民宿(丽江古城北门大水车店)大研古镇大院亲子家庭房,185,近大水车四方街,45,4.9,3
【二泉】丽江古城，空调三床房。住三晚免费接机，免费提供厨房及餐具，请看住过客人的评价。,208,近古城北门,32,5.0,3
2晚免费接机免费停车【浴缸+空调+落地窗+花园】40㎡大床房 古城南门边 雪山泸沽湖香格里拉上车点边,208,近木府,74,5.0,2
束河近四方街·消毒防疫花园精品标准间,159,近束河古镇,182,5.0,2
丽江卿尹雅居大研古镇特价房,103,近木府,181,5.0,2
【古城象牙塔民宿·德国学院风阁楼大床房】,118,近木府,22,4.8,2
丽江善水云间精品人文民宿大研古镇温馨标准间,149,近古城北门,728,4.9,2
丽江阅尚精品民宿大研古镇悦享精致标间,217,近狮子山万古楼,19,4.9,2
彭十六-枫荷别野大床房-可接站机-近七一街-拍照打卡,191,None,381,5.0,2
近大冰的小屋连住3晚免费接机温馨家庭房,201,近古城北门,48,4.9,3
丽江古城•投影标间家庭房随机•院内露台观玉龙雪山+免费指导旅行攻略*品茶*鲜花饼（免费2晚接站接机）,136,近狮子山万古楼,342,5.0,2
丽江古城-旅游攻略 音乐品茶 啤酒空调,330,近木府,32,5.0,2
洗洗睡吧•纳西庭院•轻奢双床•可接机（站）古城•近大水车•看雪山•5D网红街•蹦野迪,128,近狮子山万古楼,652,5.0,2
复试观景阁楼房,229,None,1,5.0,3
古城包院三居.独享私密纳西庭院,700,近木府,29,5.0,6
近五一街•空调•加湿器•花园双床房•撸狗•喝茶•烧烤喝酒,190,近古城北门,3,5.0,2
丽江古城内/唔语设计民宿/尊享大床房,245,近木府,4,5.0,2
"【云点花园别墅】亲子家庭组合套房-全屋智能-步行2分钟进古城-连住接机
",495,None,3,5.0,4
【简宿】丽月湖岸南区近大研古城/四方街/木府/玉龙雪山/泸沽湖/拉市海/茶马古道/Loft复式一居室,148,None,19,5.0,2
家庭房.丽江古城•观古城全景露台•3晚连住免费接机.网红民宿.近北门路口.美食旅行攻略免费分享.品茗,115,近大研古镇,12,5.0,2
丽江丽湖雪山观景庭院丽江市区阳光庭院大床房,110,近黑龙潭,263,4.8,2
燃烧丽江驿站大研古镇豪华大床房,116,近木府,99,4.9,2
丽江水墨居民宿大研古镇三人间,135,近木府,6,4.8,3
"古城内 接机接站 院景落地窗大床房
",95,None,86,5.0,2
丽江古城●大水车●四方街●木府●儒雅禅意双床房『马上有钱别院』三晚接机●天空之境●汉服免费穿拍,152,None,2,5.0,2
懒虫小住-旅游攻略 品茶音乐 啤酒空调,440,近木府,18,4.9,2
丽江云驻美墅精品民宿大研古镇雅致大床房,124,None,40,4.9,2
丽江古道烟雨休闲民宿大研古镇圆床房,167,近狮子山万古楼,44,4.9,2
束河古镇四方街壹家~观景大床房免束河古维,188,近束河古镇,30,5.0,2
丽江古城瑰心居民宿古城北门温馨大床房,99,近古城北门,86,5.0,2
花园情怀和美景,298,近古城北门,76,4.9,4
古城观雪山忆梦情侣浪漫圆床房●网红纳西复古风•品牌卫浴空调•三晚免接机●含早•可洗衣做饭•拍照品茶,154,近狮子山万古楼,4,5.0,2
丽江古城/惬意的隐居豪华大床/清幽复古可拍照打卡/连住免费接机接站/让美好不期而遇,172,近木府,98,5.0,2
云端·精品度假庭院(丽江书香雅苑店)大研古镇温馨阳光大床间,113,近木府,7,5.0,2
丽江古道烟雨休闲民宿大研古镇大床房,139,近狮子山万古楼,68,4.8,2
大研古城网红街四方街大水车酒吧街品质标准间,120,近大研古镇,344,5.0,2
束河古镇.日式简约风格.惊蛰落地玻璃窗.带空调.免费摄影.连住三天.免费接机,209,近束河古镇,132,5.0,2
丽江锡山设计师艺术酒店丽江市区山故·阳光大床房,153,None,106,4.9,2
丽江火车站民宿-交通便利-干净卫生-大床房,117,None,4,5.0,2
丽江古城-顶楼观古城全景露台-温馨家庭房-含早/免費提供汉服拍照/免費停车/空调-三晚接机-旅游规划,201,None,3,5.0,3
丽江古城景区内/五一街民族文化街/方国瑜/四方街/大水车/豪华大床房,219,近古城北门,194,5.0,2
【古城内庭院温馨私享名宿】·三晚接机·免费旅游攻略·免费普洱茶鲜花饼·贴心服务晚安水果拼盘,150,None,1,5.0,2
古城｜观景民宿｜二楼大床｜近四方街,115,近狮子山万古楼,32,4.9,2
【久栖】久栖·丽江七彩驿站牡丹园民宿大研古镇倾国倾城古韵双床,176,近大研古镇,493,5.0,2
丽江月之皎观景民宿古城北门庭院大床房,80,近古城北门,49,4.9,2
丽江静雅阁精品民宿大研古镇精致大床房,118,近木府,490,5.0,2
丽江墨黛山精品民宿大研古镇听雨阳光大床房,146,近古城北门,286,5.0,2
丽江来嘛·微漾艺术美宿大研古镇入心·阳光私享汤屋,159,近大研古镇,118,4.9,2
小清新小姐姐开的小清新花园民宿大床+ 纳西小院+ 闹中取静+ 喝茶聊天 佛系温暖治愈系客栈 途见民宿,238,None,2,5.0,2
『蜜旅优选』将世间美好装进您的梦-零压体验大床房·慕思记忆床垫枕芯+科勒智能卫浴+干湿分离5秒出热水,191,近木府,486,5.0,2
丽江古城古道烟雨一楼大床房，可观雪山,103,近狮子山万古楼,759,5.0,2
丽江花悦庭民宿大研古镇轻奢精品大床房,183,近木府,82,4.9,2
近大冰的小屋连住3晚免费接机柔软大床房,201,近古城北门,349,5.0,2
丽江古城内/普贤寺旁/【水涟漪】水调歌头双床房/纳西风格/品茶聊天/连住三晚安排接送,131,None,4,5.0,2
唯璞度假庭院古城北门璞归精致大床房,82,近古城北门,4,4.7,2
丽江古城内/普贤寺旁/【水涟漪】水调歌头双床房/纳西风格/品茶聊天/连住三晚安排接送,131,None,4,5.0,2
唯璞度假庭院古城北门璞归精致大床房,82,近古城北门,4,4.7,2
丽江纳情纳事豪华蜜月浴缸圆床房,118,近狮子山万古楼,142,5.0,2
丽江古城内|靠近木府跟忠义市场|行程规划|民族特色大床房|免费WiFi｜连定三晚免费接机或送机,124,None,14,5.0,2
束河古镇北门免门票空调轻奢双床房连住三晚免费接机免费停车旅游咨询,173,近束河古镇,29,4.8,2
1愿琴瑟在御，岁月静好，执子之手与子偕老——单人间,145,近古城北门,165,5.0,1
丽江花楼之恋民宿束河古镇浪漫阳光蜜月房,221,近束河古镇,6,5.0,2
丽江古城 五一街松竹居迎客松大床房,260,近狮子山万古楼,22,5.0,2
大水车雪山花园美宿·大三居·严格消杀·近网红街·3晚免接·一客一换·近停车场·烧烤聚餐,869,近狮子山万古楼,8,5.0,6
丽江古城回味大水车店•花园院景•三晚接飞机接火车站•独立空调•暖暖双床,128,近狮子山万古楼,27,4.9,2
丽江古城内/普贤寺旁/【水涟漪】水菩提大床房/纳西风格/品茶聊天/连住三晚安排接送,131,None,4,5.0,2
文舒居纳西民宿豪华大床房近火车站免费接送,112,近火车站,11,5.0,2
兰憩途居大研古镇玫瑰温馨双床房,160,近木府,156,5.0,2
丽江古城•蜜月浪漫大床房•空调•干湿分离•三晚免费停车免费接站•智能马桶•免费线路规划,171,None,82,5.0,2
彩云间精品民宿(丽江民族特色店)大研古镇茶马古道简约房,304,近木府,165,5.0,2
家庭小套房 宜4人 连住三晚免接送,220,近束河古镇,2,5.0,4
小桥流水-温精灵中古家庭房-可安排接站机-大水车-旅游圣地,191,None,1,5.0,3
丽江丽水民宿大研古镇明心经济大床房,97,近木府,49,4.9,2
促销！花园双床房 送茶饮  近停车场！送束河写真拍摄,147,近束河古镇,9,5.0,4
丽江龙景轩精品度假民宿古城北门温馨大床房,149,近古城北门,2658,5.0,2
免门票.夜光大床房.束河古镇萤火虫·纳西风格·安静,73,None,6,4.8,2
丽江漫随雪山民宿束河古镇舒适园景大床房,265,近束河古镇,12,5.0,2
丽江古城近木府四方街晋美宿纳西小院大床,146,近木府,472,5.0,2
彩云间精品民宿(丽江民族特色店)大研古镇宗生族攒大床房,228,近木府,115,5.0,2
丽江安雲·听溪垆民宿大研古镇阳光大床房,147,None,15,4.9,2
直观雪山阁楼家庭房.3楼.有浴缸 .连住3晚免费接机,557,近狮子山万古楼,52,5.0,4
大床空调.聚会.情侣.家庭.度假私人管家,127,近木府,105,4.9,2
古城·近南门接机.停车.可做饭空调标准间,158,近木府,539,5.0,2
丽江古城内 雅致大床房  三晚送旅拍-可停车-行程定制-纳西风院子,91,近古城北门,113,5.0,2
【古城里原木 · 和风日式大床房】,148,近木府,22,4.8,2
【古城里原木 · 和风日式大床房】,148,近木府,22,4.8,2
丽江谧堂青丘民宿束河古镇云迟大床房,152,近束河古镇,50,4.9,2
丽江古城景区园景大床房【3晚接机】【古城内】【古城游览】,120,None,57,5.0,2
如归标准双人间/连住三晚免费接机或接火车,141,近狮子山万古楼,154,5.0,2
【隐沫】隐沫酒店(丽江南门店)大研古镇隐沫庭院双床房,526,近木府,2,5.0,2
空调/古典阳台大床房,275,近狮子山万古楼,50,5.0,2
束河古镇内/近四方街/免古镇门票/超大榻榻米大通铺落地窗一居房/观景落地窗,157,None,9,4.9,2
3.我还是很喜欢你，像云追着风，不问所起——升级单人间,113,近古城北门,104,5.0,1
丽江万古民宿大研古镇大床房,67,近四方街,11,4.8,2
丽江古城波波家花语精品民宿束河古镇花园大床房,296,近束河古镇,23,5.0,2
束河古镇|免门票|标间|免费停车,114,近束河古镇,166,4.9,2
【远近】束河古镇森系临溪民宿轻奢双床房|免古镇门票|三晚免费接机,105,近束河古镇,25,5.0,2
丽江古城景区内、五一街上、可观古城全景、温馨大床房、院子大、房东热情、可拼餐、交友、免费提供汉服,98,None,4,5.0,2
古城露台观雪山•忆梦轻奢双床房•空调独立卫浴干湿分离•三晚接机•含早•全自动洗衣机+讲地图赠攻略,147,近狮子山万古楼,61,5.0,2
丽江古城|季•知己•自在双床房|古城内|靠近木府|四方街等,190,None,2,5.0,2
古城露台观雪山•忆梦轻奢双床房•空调独立卫浴干湿分离•三晚接机•含早•全自动洗衣机+讲地图赠攻略,147,近狮子山万古楼,61,5.0,2
丽江古城|季•知己•自在双床房|古城内|靠近木府|四方街等,190,None,2,5.0,2
纳西原住民宿★体验纳西生活★新城→近古城 交通便利→安静温馨大床房,104,None,33,5.0,2
1心疼自己，放逐放过放空放下放飞——单人间,126,近古城北门,98,5.0,1
丽江古城内/普贤寺旁/【水涟漪】水云间双床房/纳西风格/品茶聊天/连住三晚安排接送,126,None,2,5.0,2
丽江花语时光民宿大研古镇紫丁香,160,近木府,4,5.0,2
丽江凤和轩民宿大研古镇流连私享舒适大床房,141,近古城北门,90,5.0,2
丽江秋果儿民宿大研古镇阳光普通大床房,288,近大研古镇,113,5.0,2
丽江思慕居民宿 慢时光私享间,190,近木府,2,5.0,2
萱琪民宿 近丽江机场 标间 免费接送机,94,近丽江机场,121,4.8,2
丽江五福观景民宿大研古镇皓月大床房,159,近大水车四方街,207,5.0,2
梦里繁花·丽江百年花园美宿民宿大研古镇花园大床房,104,近狮子山万古楼,871,4.9,2
丽江爱艾尚·美庐汉文化旅宿大研古镇汉·典雅温馨大床房,89,近木府,1252,4.8,2
无忧庭院(丽江花蕾店)大研古镇纳西庭院大床房,112,近木府,299,5.0,2
萱琪民宿 免费接送机 温馨大床房带空调,85,近丽江机场,272,4.8,2
古城-风花雪月大床-近木府-闹中取静-免费规划旅游行程-提供接机服务,129,None,85,4.9,2
丽江榆槐人家民宿大研古镇言浅双床房,157,近古城北门,36,4.9,2
丽江古城/网红打卡/温馨大床房花园民宿/瑜伽体验私人订制旅游攻略,84,None,193,5.0,2
丽江古城+四合院+阳光尚品双床房+双早,227,近木府,3,5.0,2
丽江古城回味四方街店•三晚接飞机接火车站•独立空调•大床房,208,近狮子山万古楼,5,5.0,2
丽江古城标准间-连住三天送玉龙雪山一日游,135,近木府,2,5.0,2
丽江机场旅人之家(接送机)豪华空调大床房,143,近丽江机场,28,4.9,2
丽江摩笛民宿大研古镇轻奢舒适大床房,147,近古城北门,57,5.0,2
漪云.观山别墅·如梦令轻奢悦景大床房,230,None,8,5.0,2
丽江古城回味大水车店•花园院景•三晚接飞机接火车站•独立空调•百合家庭房,138,近狮子山万古楼,2,4.5,3
束河古镇小桥流水#不归#空调大床房#萌宠,170,近束河古镇,54,5.0,2
燃烧丽江驿站大研古镇豪华亲子家庭房,156,近木府,86,4.9,2
丽江束河古镇-墨香居民宿-庭院一居-可停车-可接机/接站,126,None,43,5.0,2
8.无能为力年纪遇到想共度一生的人——大床房,121,近古城北门,90,5.0,2
梦里繁花·丽江百年花园美宿民宿大研古镇标准双床房,152,近狮子山万古楼,271,4.8,2
束河古镇民宿小新院子温馨双床房,126,None,2,5.0,2
丽江花鹊·茶马斗斤民宿束河古镇蜜月圆床房,182,近束河古镇,34,5.0,2
丽江古城/有空调/出行方便/代订门票  双床房,128,None,40,5.0,2
丽江来嘛·微漾艺术美宿大研古镇云起·月满庭双床房,196,近大研古镇,54,4.9,2
云端·精品度假庭院(丽江书香雅苑店)大研古镇复式家庭间,154,近木府,2,5.0,4
丽江卓姑娘精品美宿大研古镇卓·花园大床房,146,None,122,4.9,2
丽江·晴初阁民宿大研古镇豪华大床房,120,近大研古镇,39,4.9,2
4.默契是有人心疼你所有的欲言又止——双床房,133,近古城北门,47,5.0,2
【久栖】久栖·丽江古城澜枫民宿大研古镇璞精品标准房,105,近木府,77,5.0,2
轻奢大床房【专业设计精心打理】【丽江古城黑龙潭边】【玉龙雪山观景花园】【赠送下午茶】【三晚免接】,227,近黑龙潭,32,4.9,2
纳西原住家庭民宿★感受真正的纳西生活★新城→便利→安静 纳西大床房,120,None,26,5.0,2
【简宿】丽江近大研古城南门/四方街/玉龙雪山/拉市海/茶马古道/四方街/束河古镇/泸沽湖沃尔玛旁两室,185,近狮子山万古楼,117,5.0,4
束河古镇四方街雪山观景 温馨大床房免门票,227,近束河古镇,173,5.0,2
【远近】束河古镇森系临溪民宿温馨大床房|免古镇门票|三晚免费接机,128,近束河古镇,59,4.9,2
丽江古城美里闺蜜民宿大研古镇文艺之依岩,268,近木府,3,5.0,2
古城南门可停车纳西庭院休闲三人间·三晚免费接机接火车,159,近木府,53,5.0,3
丽江月桥花院民宿大研古镇温馨大床房,132,近古城北门,6,5.0,2
古城近大水车可做饭·免古维费·亲子家庭房,96,近狮子山万古楼,725,5.0,3
三义机场萱琪民宿  空调家庭房 接送机,126,近丽江机场,45,4.9,3
近大冰的小屋连住3晚免费接机纳西观景大床,201,近古城北门,43,5.0,2
裕丰名邸尊享驿栈(丽江南门街店)大研古镇露台大套房,876,近木府,108,4.9,2
【久栖】久栖·福祥民宿大研古镇朝归臻品双床房,163,近大水车四方街,631,5.0,2
古城-观景轻奢民宿-园景大床-近大水车,235,None,145,5.0,2
丽江善水云间精品人文民宿大研古镇温馨大床房,145,近古城北门,1388,4.9,2
暖阳大床房,155,近大研古镇,3,5.0,2
丽江古城民宿（预定两晚接站三晚接机）温馨双床房,198,None,2,5.0,2
‖欢度暑假免费停车‖鹏程宾馆店‖阳光双床房,113,None,3,5.0,2
古城中心近四方街浪漫暖阳大床房,155,近大研古镇,49,5.0,2
束河古镇“栖于岭上，迟行于市”栖迟·民宿·随机阳光家庭双床房·近四方街免古镇门票（房间挂式冷风器）,107,近束河古镇,626,5.0,2
免古维/可停车/古城内/双床房,149,近古城北门,2,5.0,2
丽江阅尚精品民宿大研古镇悦享花园房,178,近狮子山万古楼,132,4.8,2
丽江古城【免费接机】标间双床【接机接站】露台观景/采光好,142,None,19,4.9,2
丽江古城晋美民宿阳光大床房可做饭洗衣,212,近木府,17,5.0,2
古城大水车花园美宿空调双床•观雪山•慕思床垫•科勒卫浴•鹅绒床品•一客一换•近停车场•Party,190,近狮子山万古楼,139,5.0,2
丽江大研古城标准双床房/进出交通方便/干净卫生安静/房型多/服务质量高/老板娘爱喝普洱茶/,202,近古城北门,160,5.0,2
落地大窗阳光观景房/丽江古城内/可停车接送机/私人定制旅游攻略/温馨私享/空调厨房音乐啤酒免费提供~,113,近木府,1176,5.0,2
丽江柳岸艺术酒店丽江市区树韵大床房,175,近木府,4,4.5,2
无忧·古城空调家庭房·水车花园庭院+一房一网一客一换+两晚接站+品茶+鲜花+不满意退全款,163,近木府,116,5.0,3
3愿你满怀和善与和平，愿你三冬暖，春不寒——三室三床房,261,近古城北门,54,5.0,6
丽江和顺民宿大研古镇荣华浪漫观景大床房,168,近四方街,3,5.0,2
3⃣️晚免接机古维•大水车一居•房间随机,268,近狮子山万古楼,4017,5.0,2
古城中心临网红一条街轻奢日式阳光大床房,238,近木府,5,5.0,2
丽江凤和轩民宿大研古镇流连私享舒适大床房,141,近古城北门,90,5.0,2
丽江古城中心免费接站浴缸浪漫暖阳大床房,155,近大研古镇,14,5.0,2
丽江古城栖雪苑民宿丽江市区轻奢温馨标间,131,近黑龙潭,130,4.9,2
古城-初见豪华大床-近木府-免古维,238,近木府,2,5.0,2
古城轻奢美宿丨温馨恬静大床房丨近木府丨游玩攻略丨普洱品鉴,119,None,10,5.0,2
【久栖】久栖·丽江银河精品民宿大研古镇豪华大床房,206,近大水车四方街,10,5.0,2
静悦·禅意日风｜园景大床房｜羽绒被+空调+加湿器｜木府+四方街｜私人订制行程近商圈近商圈日式清新风客,226,近木府,15,5.0,2
丽江一然民宿大研古镇舒适家庭房,127,近木府,23,4.8,3
束河古镇·近四方街·投影设备·星空标间·撸狗.可接机接站·私人定制旅游规划·庭院花园.大金毛,340,None,5,5.0,2
古城·近南门接机.停车.可做饭空调家庭房,190,近木府,14,4.9,3
南夏民谣暖居大床丨三晚接机丨古城内丨私人订制省钱旅游攻略丨房东自己的酒吧《拾忆民谣酒吧》8.8折畅饮,160,近木府,195,5.0,2
谷本大床/特价接机/3晚免费接机/可停车/公用健身房、洗衣机/距古城入口40米,201,近木府,52,4.9,2
丽江古城栖雪苑民宿丽江市区轻奢温馨大床,131,近黑龙潭,117,4.9,2
【古城优质热门人气榜】波西米亚露台～网红羽毛墙～三晚免接～阳光大床~免费普洱茶～行程制定～管家服务,115,None,1163,5.0,2
暖阳大床房,155,近大研古镇,3,5.0,2
丽江金美民宿大研古镇温馨家庭房,137,近木府,2,4.8,3
丽江古城栖雪苑民宿丽江市区雪山逸景三人间,131,近黑龙潭,30,4.8,3
 丽江思慕居民宿 浪漫大床房,237,近木府,1,5.0,2
丽江和顺民宿大研古镇福禄雅致大床房,168,近四方街,1,5.0,2
束河·雪景音乐夜市·含早免费停车·双床房,338,近束河古镇,39,4.9,2
家庭小套房 宜4人 连住三晚免接送,220,近束河古镇,2,5.0,4
古城大水车空调三晚免费接机-温馨大床房,238,近大水车四方街,3,5.0,2
1愿时光能缓，愿你惦念的人能和你道声晚安——双床房,151,近古城北门,71,5.0,2
燃烧丽江驿站大研古镇豪华亲子家庭房,156,近木府,86,4.9,2
丽江和顺民宿大研古镇亨通雅致双床房,168,近四方街,1,5.0,2
丽江南诏公馆大研古镇清水独院大床房,417,近木府,25,4.7,2
【喆啡】喆啡酒店(丽江古城大水车店)丽江市区啡凡双床房,263,近黑龙潭,112,4.9,2
丽江善水云间精品人文民宿大研古镇温馨大床房,145,近古城北门,1388,4.9,2
束河古镇“栖于岭上，迟行于市”栖迟·民宿·随机阳光家庭双床房·近四方街免古镇门票（房间挂式冷风器）,107,近束河古镇,626,5.0,2
丽江雲栖·山间那朵云民宿大研古镇如画·竹马双床房,195,None,14,5.0,2
丽江古城内 温馨情侣大床房 浴缸 音乐 萌宠  旅游订制 3晚免接 可做饭 可聚餐 红韵,180,None,103,5.0,2
7.我是很喜欢你，像盛夏蝉鸣，乐此不疲——大床房,141,近古城北门,55,5.0,2
丽江阅尚精品民宿大研古镇悦享花园房,178,近狮子山万古楼,132,4.8,2
经纬度·行云雅筑大研古镇舒适标准间,178,近木府,2,5.0,2
丽江束河古镇 不期而遇 阳光观景 （免门票）,181,近束河古镇,3,5.0,2
丽江古城近大水车网红打卡屋顶花园·免费停车含早餐·超宽大床房·全鸭绒床品品质设施,467,None,7,5.0,2
故居对面·古城私享大床房·音乐·免费普洱茶鲜花饼·免费行程攻略·三晚接机·贴心服务水果拼盘,158,None,1,4.7,2
古城.停车方便.观景一居.攻略.3晚免接,159,近古城北门,313,5.0,2
丽江古城内温馨家庭房 三晚送旅拍-可停车-行程定制-纳西风院子,108,近古城北门,18,5.0,3
体验真正的纳西生活★纳西原住家庭民宿★新城→便利→安静 双床标间,134,None,42,5.0,2
丽江古城*双人标准间（好闺蜜 好兄弟）*露台观景*连住2晚免费接站接机*行程规划*品普洱茶鲜花,138,None,129,5.0,4
"市中心公寓有电梯带厨房和洗衣机及免费停车,步行至丽江古城10分钟适合自驾游",228,近黑龙潭,3,5.0,4
丽江古城人气晚安好睡榜·波西米亚观景打卡·【零压睡眠智能房】·接机·木府·古城内·智能马桶·部分浴缸,160,None,802,5.0,2
